Date,Time (utc),Region,Magnitude,Depth (km),Latitude,Longitude,Mode,Map
27/01/2017,13:57:15,"Hindu Kush Region, Afghanistan",3.6,120,36.22 N,69.23 E,M,-
27/01/2017,07:40:53,Afghanistan-Tajikistan Border Region,5.0,74,36.47N,71.16E,M,-
27/01/2017,03:40:25,"75km SE of Zhob, Baluchistan",3.4,22,30.70N,69.77E,M,-
27/01/2017,00:08:33,141km SW of DG Khan,2.5,29,29.86N,69.16,M,-
26/01/2017,18:01:15,"20 km South East of Haripur, KP",1.8,15,33.52N,73.05E,M,-
26/01/2017,16:44:50,"84 km North of Quetta, Pakistan",2.1,21,30.99N,67.14E,M,-
26/01/2017,08:20:48,"72km NE of Quetta, Balochistan",3.2,20,30.38N,67.64E,M,-
26/01/2017,08:06:47,"Near East Coast of Honshu, Japan",5.4,194,40.14 N,142.42 E,A,-
26/01/2017,01:34:58,"Hindu Kush Region, Afghanistan",3.4,100,36.41,70.99 E,M,-
26/01/2017,00:44:26,"Tajikistan, near Tajikistan - Afghanistan Border R",4.2,189,37.45 N,72.01 E,M,-
25/01/2017,18:50:50,Greece,5.9,66,36.06N,26.33E,A,-
25/01/2017,18:34:55,"Hindu Kush Region, Afghanistan",4.5,97,36.10N,69.68E,M,-
25/01/2017,16:40:37,Afghanistan - Tajikistan Border Region,3.8,100,37.09 N,71.38 E,M,-
25/01/2017,11:42:24,Afghanistan-Tajikistan Border Region,3.9,110,36.98 N,71.16 E,M,-
25/01/2017,05:41:46,Southern Iran,4.9,54,28.42N,56.66E,M,-
24/01/2017,15:38:58,"33 km SW of Bannu, KP",3.1,15,32.75N,70.44E,M,-
23/01/2017,11:15:53,"30Km North East of Sui, Baluchistan",4.3,35,28.93 N,69.37 E,M,-
23/01/2017,10:15:29,"Near Peshawar, PK",3.0,18,33.96 N,71.56 E,M,-
23/01/2017,07:19:16,Hindu kush Region Afghanistan,3.9,143,36.17N,69.71E,M,-
23/01/2017,06:10:50,"Hindukush Region, Afghanistan",3.1,134,36.05N,70.68E,M,-
23/01/2017,01:41:01,Kyrgyzstan,4.7,51,39.97N,71.98E,M,-
22/01/2017,21:36:50,Hindu Kush Region Afghanistan,2.5,193,36.19,70.83 E,M,-
22/01/2017,14:03:21,Hindu Kush Region Afghanistan,2.5,195,35.81 N,70.79 E,M,-
22/01/2017,12:20:19,"Hindu Kush Region, Afghanistan",3.2,190,36.60N,71.10E,M,-
22/01/2017,09:56:12,Afghanistan-Tajikistan Border Region,3.4,35,36.91N,71.81E,M,-
22/01/2017,06:47:51,Western Iran,4.8,70,33.09S,49.59E,A,-
22/01/2017,04:30:25,Solomon Islands,7.9,167,06.19S,155.45E,A,-
22/01/2017,04:29:41,"Hindu Kush Region, Afghanistan",4.2,120,36.77N,70.90E,M,-
21/01/2017,23:09:33,"Hindukush Region, Afghanistan",2.4,170,36.22 N,70.97 E,M,-
21/01/2017,17:43:10,"Hindukush Region, Afghanistan",2.4,110,35.92 N,70.75 E,M,-
21/01/2017,11:54:44,"Near East Coast of Honshu, Japan",4.9,133,40.78N,142.24E,A,-
21/01/2017,11:18:58,"Hindu Kush Region, Afghanistan",2.7,175,36.68N,70.79E,M,-
21/01/2017,10:32:57,Afghanistan Tajikistan Border Region,2.6,178,36.06 N,71.42 E,M,-
21/01/2017,10:07:56,Hindu Kursh Region Afghanistan,2.9,190,36.45 N,70.50 E,M,-
21/01/2017,06:30:49,Banda Sea,5.2,123,06.14S,130.47E,A,-
21/01/2017,05:16:30,"Halmahera, Indonesia",5.9,48,02.99N,128.41E,A,-
20/01/2017,19:54:16,Afghanistan-Tajikistan Border Region,3.3,215,36.44 N,71.15 E,M,-
20/01/2017,17:56:00,"Hindu Kush Region, Afghanistan",2.9,120,36.23 N,70.03 E,M,-
20/01/2017,16:38:54,Afghanistan-Tajikistan Border Region,2.9,140,37.01 N,71.85 E,M,-
20/01/2017,03:48:16,"50km NNW of Bela, Baluchistan",4.5,15,26.71N,66.05E,M,-
19/01/2017,23:04:14,Solomon Islands,6.6,40,10.77 S,161.96 E,A,-
19/01/2017,22:54:57,"Flores Region, Indonesia",4.8,185,8.23 S,119.79 E,A,-
19/01/2017,16:09:29,"Hindu Kush Region, Afghanistan",2.9,212,36.30 N,71.16 E,M,-
19/01/2017,05:10:26,Near karachi,1.3,0,24.93 N,67.07 E,M,-
18/01/2017,23:43:54,Southeastern Afghanistan,3.3,10,32.58 N,66.19 E,M,-
18/01/2017,19:33:31,"Hindu Kush Region, Afghanistan",3.4,356,35.07 N,70.79 E,M,-
18/01/2017,14:35:15,"Eastern Sichuan, China",4.9,10,28.16N,104.89E,A,-
18/01/2017,13:33:44,Central Italy,5.1,10,42.75N,13.68E,A,-
18/01/2017,11:18:49,Andreanof Islands,5.4,281,52.63N,179.98W,A,-
18/01/2017,10:51:37,"Sumatra, Indonesia",5.3,10,7.74S,104.75E,A,-
18/01/2017,10:25:33,Central Italy,5.5,34,42.69N,13.61,A,-
18/01/2017,10:14:15,Central Italy,5.9,12,42.52N,13.36E,A,-
18/01/2017,09:25:44,Central Italy,5.3,12,42.75N,13.38E,A,-
17/01/2017,13:02:33,Xinjiang (China) near Pak-China Region,3.9,154,36.24 N,77.55 E,M,-
17/01/2017,11:48:49,"Northern Sumatra, Inodensia",5.6,48,5.65 N,94.78 E,A,-
17/01/2017,10:41:25,Southern Iran,4.8,10,31.32 N,51.73 E,M,-
17/01/2017,09:08:03,Cuba Region,5.5,114,19.86 N,77.25 W,A,-
17/01/2017,05:43:36,"Near Karachi, Pakistan",3.6,12,24.91N,67.07E,M,-
16/01/2017,20:47:40,Vanuatu Islands,5.8,10,13.89 N,166.63 E,A,-
16/01/2017,19:07:09,"Kamchatka Peninsula, Russia",5.5,77,55.65 N,159.82 E,A,-
16/01/2017,15:06:41,"Tanimbar Islands Region, Indonesia",5.6,28,7.97 S,130.15 E,A,-
16/01/2017,12:42:19,"Northern Sumatra, Indonesia",5.6,55,3.24 N,97.93 E,A,-
16/01/2017,02:49:56,"Fox Islands, Aleutian Islands",5.4,10,51.46N,167.84W,A,-
16/01/2017,01:16:41,Vanuatu Islands,5.8,28,13.93S,166.52E,A,-
15/01/2017,09:09:02,"Halmahera, Indonesia",5.1,158,0.64S,129.36E,A,-
15/01/2017,03:37:23,"Crete, Greece",4.8,59,34.93N,23.13E,A,-
14/01/2017,11:41:19,Northern Molucca Sea,5.6,17,01.53N,126.59E,A,-
14/01/2017,06:11:46,South of Fiji Islands,5.7,10,19.01S,176.34E,A,-
14/01/2017,01:12:06,"35 Km NE of Kalam, KPK.",2.5,7,35.62 N,72.94 E,M,-
13/01/2017,21:16:08,Tajikistan,3.4,100,37.50 N,72.45 E,M,-
13/01/2017,21:05:03,"Hindukush Region, Afghanistan",3.5,93,36.85 N,70.90 E,M,-
13/01/2017,16:39:28,Southern Molucca Sea,5.6,66,0.05 N,125.24 E,A,-
13/01/2017,05:30:53,Chagos Archipelago Region,5.0,10,6.73S,68.61E,A,-
13/01/2017,04:30:49,"Hindukush Region, Afghanistan",3.0,30,36.34N,69.67E,M,-
12/01/2017,19:19:58,"Northern Sumatra, Indonesia",5.3,80,5.72 N,94.85 E,A,-
12/01/2017,17:04:56,Sea of Japan,5.2,475,41.66 N,133.22 E,A,-
12/01/2017,16:06:39,Panama-Colombia Border Region,5.5,13,7.08 N,77.51 W,A,-
12/01/2017,13:29:14,"South of Sumatra, Indonesia",5.8,33,4.80 S,103.14 E,A,-
12/01/2017,02:54:57,Hindu Kush Region Afghanistan,3.0,132,35.92 N,70.17 E,M,-
12/01/2017,01:00:22,Afghanistan Tajikistan Border Region,2.7,70,37.00N,71.50E,M,-
12/01/2017,00:53:17,75km West of Zhob,4.3,30,31.49N,68.64E,M,-
11/01/2017,22:07:59,Afghanistan - Tajikistan Border Region,2.8,178,37.34 N,71.69 E,M,-
11/01/2017,22:07:31,Madagascar,5.4,10,18.54 S,46.81 E,A,-
11/01/2017,21:52:29,Southeastern Afghanistan,2.8,93,34.69 N,69.43 E,M,-
11/01/2017,19:33:32,Afghanistan - Tajikistan border Region,3.2,42,36.46 N,71.40 E,M,-
11/01/2017,19:03:05,"35 Km West of Khuzdar, Baluchistan, Pk.",3.4,25,27.78 N,66.28 E,M,-
11/01/2017,17:01:50,"Hindu Kush Region, Afghanistan",3.0,203,36.71 N,70.91 E,M,-
11/01/2017,00:12:32,Hindu Kush Region. Afghanistan,3.2,163,36.55N,70.39E,M,-
10/01/2017,19:40:27,Afghanistan-Tajikistan Border,2.1,144,36.60 N,71.01 E,M,-
10/01/2017,15:27:04,Solomon Islands,6.2,228,10.54S,160.12E,A,-
10/01/2017,06:13:47,Celebes Sea,7.4,615,4.54N,122.63E,A,-
10/01/2017,03:13:48,63 Km NW of Layyah,3.5,175,31.36 N,70.47 E,M,-
10/01/2017,00:13:46,60 Km NW of Taunsa,4.1,16,31.13 N,70.27 E,M,-
09/01/2017,23:27:13,80 Km NW of Layyah,2.8,150,31.53 N,70.41 E,M,-
09/01/2017,22:34:04,47 Km NW of Layyah,3.5,172,31.34 N,70.52 E,M,-
09/01/2017,12:52:41,"80 Km North of Turbat, Iran-Pakistan Border Region",3.6,25,26.70 N,63.01 E,M,-
09/01/2017,11:28:38,"Southern Sumatra, Indonesia",5.8,61,1.69 S,100.20 E,A,-
09/01/2017,06:40:38,"Hindukush Region, Afghanistan",3.2,147,35.27N,69.01E,M,-
09/01/2017,05:59:13,Afghanistan-Tajikistan Border Region,5.0,28,36.99N,68.49E,M,-
09/01/2017,00:36:52,South of Fiji Islands,5.3,422,22.64S,179.51W,A,-
08/01/2017,23:47:13,"Queen Elizabeth Islands, Canada",6.2,10,74.33N,92.34W,A,-
08/01/2017,22:21:00,36km NW of Gilgit,3.0,24,36.03N,73.93E,M,-
08/01/2017,20:24:24,Fiji Islands Region,4.7,552,18.07S,178.88W,A,-
08/01/2017,18:17:24,"Tajikistan-Xinjiang, China Border Region",3.1,320,36.69N,73.95E,M,-
08/01/2017,14:01:13,"Hindu Kush Region, Afghanistan",3.2,137,36.72N,71.03E,M,-
08/01/2017,13:31:35,"19km NW of Noorpur Thal, Punjab",4.2,58,32.02N,71.79E,M,-
08/01/2017,11:41:02,Mariana Islands Region,5.1,10,21.38N,145.27E,A,-
08/01/2017,09:25:44,Banda Sea,5.1,124,07.50S,128.37E,A,-
08/01/2017,08:52:08,"Eastern New Guinea Region, P.N.G.",6.2,74,06.32S,147.89E,A,-
08/01/2017,08:04:27,"36km NE of Kangra, Himachal Pradsh, India",3.5,76,32.32N,76.53E,A,-
08/01/2017,04:57:43,Afghanistan-Tajikistan Border Region,3.1,125,36.69N,71.04E,M,-
08/01/2017,03:15:04,Afghanistan-Tajikistan Border region,3.6,111,36.74N,71.17E,M,-
08/01/2017,00:17:40,Afghanistan-Tajikistan Border,2.6,114,36.39 N,71.06 E,M,-
07/01/2017,23:38:12,Turkmenistan-Afghanistan Border,4.2,114,36.17 N,64.83 E,M,-
07/01/2017,23:19:23,"Hindu Kush Region, Afghanistan",5.1,64,36.96 N,68.60 E,M,-
07/01/2017,20:16:24,Tajikistan,2.8,114,37.48 N,72.46 E,M,-
07/01/2017,19:54:41,Afghanistan-Tajikistan Border,2.5,114,37.16 N,71.43,M,-
07/01/2017,18:20:32,Afghanistan-Tajikistan Border,3.2,20,36.84 N,71.00 E,M,-
07/01/2017,15:37:20,"Near Loralai, Baluchistan",2.7,23,30.37 N,68.58 E,M,-
07/01/2017,12:25:21,Northern Molucca Sea,5.0,80,02.82N,127.48E,A,-
07/01/2017,09:43:30,Afghanistan Tajikistan Border Region,2.8,34,37.51 N,71.97 E,M,-
07/01/2017,09:12:00,Sumba Region Indonesia,5.7,99,9.78 S,120.21 E,A,-
07/01/2017,08:36:13,Kyrgyzstan,4.0,10,39.47 N,72.96 E,M,-
07/01/2017,05:13:46,Hindu Kush Region Afghanistan,3.5,126,36.77 N,70.83 E,M,-
07/01/2017,04:58:45,Tajikistan Xinjiang China border Region,3.5,114,39.41 N,73.92 E,M,-
07/01/2017,03:52:58,Afghanistan Tajikistan Border Region,3.1,142,37.54 N,71.36 E,M,-
07/01/2017,03:13:56,"Vancouver Island, Canada Region",5.5,10,50.36N,130.78W,A,-
07/01/2017,02:38:34,"Mindanao, Philippines",5.0,84,05.84N,126.79E,A,-
06/01/2017,19:30:41,Afghanistan-Tajikistan Border,2.6,216,37.26 N,71.24 E,M,-
06/01/2017,02:33:33,Southern Iran,5.0,32,28.11N,53.18E,A,-
06/01/2017,01:38:08,Tajikistan-Afghanistan Border Region,4.4,92,36.78N,71.52E,M,-
06/01/2017,01:22:20,Tajikistan,4.1,112,37.17N,73.09E,M,-
05/01/2017,22:29:37,Afghanistan-Tajikistan Border,3.0,108,36.72 N,71.03 E,M,-
05/01/2017,20:43:38,"Kashmir-Xinjiang , China Border Region",2.3,119,36.35 N,77.46 E,A,-
05/01/2017,18:21:43,"Hindu Kush Region, Afghanistan",2.6,143,36.43 N,70.92 E,M,-
05/01/2017,16:14:03,"Hindu Kush Region, Afghanistan",2.9,110,36.02 N,70.53 E,M,-
05/01/2017,11:05:33,Hindu Kush Region Afghanistan,3.9,165,36.51 N,70.39 E,M,-
05/01/2017,10:42:25,Southeast of Ryukyu Islands,5.3,10,24.97 N,131.46 E,A,-
05/01/2017,09:58:02,Hindu Kush Region Afghanistan,2.6,184,36.18 N,70.80 E,M,-
05/01/2017,07:52:58,Afghanistan-Tajikistan Border Region,4.6,15,37.53N,71.59E,M,-
04/01/2017,20:04:03,SOUTH OF FIJI ISLANDS,5.7,77,19.05S,176.16E,A,-
04/01/2017,17:37:54,"NEAR EAST COAST OF HONSHU, JAPAN",5.9,116,37.04N,141.07E,A,-
04/01/2017,15:44:11,"NEAR EAST COAST OF HONSHU, JAPAN",5.4,141,36.92N,140.67E,A,-
04/01/2017,14:42:22,MID INDIA RIDGE,5.2,10,38.75s,80.25e,A,-
04/01/2017,10:37:50,BANDA SEA,5.5,5,130.07E,6.39S,A,-
04/01/2017,03:10:55,SOUTH OF FIJI ISLANDS,5.8,10,18.81S,176.28E,A,-
04/01/2017,01:03:58,"SOUTHERN XINJIANG, CHINA",5.3,44,41.63N,83.62E,A,-
04/01/2017,00:09:48,South of Fiji Islands,5.4,33,19.54S,176.35E,A,-
03/01/2017,22:40:13,SOUTH OF FIJI ISLANDS,6.0,10,19.56S,176.14E,A,-
03/01/2017,21:52:30,South of Fiji Islands,7.4,10,19.56S,176.07E,A,-
03/01/2017,19:16:41,18 km SW of Quetta,3.3,10,30.06N,66.88E,M,-
03/01/2017,18:49:57,Myanmar - India Border Region,5.3,118,23.29N,94.62E,A,-
03/01/2017,18:10:51,Afghanistan-Tajikistan Border Region,2.6,60,36.48N,71.22E,M,-
03/01/2017,17:23:16,45 km NE of Muzaffarabad ( Indian Held Kashmir),3.3,40,34.45N,73.93E,M,-
03/01/2017,15:54:33,Hindu Kush Region Afghanistan,4.7,40,36.86N,68.67E,M,-
03/01/2017,09:09:01,India-Bangladesh Border Region,5.6,20,24.08N,91.94E,A,-
03/01/2017,06:56:28,"11km SW of Naran, KPK",3.5,40,34.82N,73.58E,M,-
03/01/2017,03:19:21,South of Java Indonesia,5.2,52,8.03S,106.81E,A,-
02/01/2017,21:02:28,Java Indonesia,5.4,66,8.86 S,108.84 E,A,-
02/01/2017,20:42:11,30 Km South East of Kalat,4.1,10,28.86 N,66.90 E,M,-
02/01/2017,19:25:53,Banda Sea,5.0,227,7.97 S,123.29 E,A,-
02/01/2017,16:51:11,Hindu Kush Region Afghanistan,4.4,60,36.66N,70.81E,M,-
02/01/2017,13:14:02,Peru-Ecuador Border Region,5.9,293,4.74S,76.65W,A,-
02/01/2017,13:13:52,South of Fiji Island,6.4,495,23.42S,179.39E,A,-
02/01/2017,11:13:34,Hindukush Region Afghanistan,3.0,145,36.50N,71.00E,M,-
02/01/2017,08:55:28,"Northern Xinjiang, China",4.8,10,43.68N,86.39E,A,-
02/01/2017,07:16:45,"14km West of Naran, KPK",2.8,12,34.91N,73.49E,M,-
02/01/2017,06:14:54,Tajikistan,3.3,30,38.04N,69.99E,M,-
02/01/2017,00:42:18,Southern Iran,4.8,15,29.42 N,50.81 E,A,-
02/01/2017,00:29:52,Southern Iran,4.6,10,29.28 N,51.85 E,A,-
02/01/2017,00:22:49,Northwestern Afghanistan,4.7,40,33.92 N,64.24 E,A,-
01/01/2017,23:40:32,Afghanistan Tajikistan Border Region,2.4,198,36.69 N,71.22 E,M,-
01/01/2017,22:22:27,Hindu Kush Region Afghanistan,3.3,177,36.82 N,70.87 E,M,-
01/01/2017,22:06:41,Afghanistan-Tajikistan Border Region,3.8,190,36.56N,71.63E,M,-
01/01/2017,20:50:46,"Hindu Kush Region, Afghanistan",3.8,196,36.66N,70.88E,M,-
01/01/2017,20:19:19,Central Afghanistan,3.6,180,35.73N,66.56E,M,-
01/01/2017,17:26:43,Tajikistan,3.8,175,37.66N,72.43E,M,-
01/01/2017,14:13:54,"North of Halmahera, Indonesia",5.5,103,03.10N,128.01E,A,-
01/01/2017,13:04:03,Eastern Mediterranean Sea,5.1,15,34.82 N,27.22 E,A,-
01/01/2017,07:21:22,Afghanistan-Tajikistan Border Region,3.1,140,36.59N,71.22E,M,-
01/01/2017,05:08:07,"13km NW of Timergara, KP",2.9,8,34.87N,71.71E,M,-
31/12/2016,23:20:05,Hindu Kush Region Afghanistan,2.3,168,36.49 N,70.44 E,M,-
31/12/2016,22:17:02,Afghanistan-Tajikistan Border,2.3,90,36.30N,71.29E,M,-
31/12/2016,19:59:19,"Pakistan, 40 km NW of Layyah City",2.3,40,31.21N,70.63E,M,-
31/12/2016,17:03:48,Afghanistan-Tajikistan Border,3.0,40,37.87N,70.55E,M,-
31/12/2016,05:21:15,"Rat Islands, Aleutian Islands",5.6,27,51.89N,177.10E,A,-
30/12/2016,21:08:32,South of Mariana Islands,5.2,10,12.91 N,146.09 E,A,-
30/12/2016,20:09:04,"Eastern Honshu, Japan",5.1,15,37.53 N,140.87 E,A,-
30/12/2016,17:13:30,Near East Coast of Kamchatka,5.2,50,53.23 N,159.04 E,A,-
30/12/2016,17:01:01,Afghanistan - Tajikistan Border Region,2.9,96,36.65 N,72.32 E,M,-
30/12/2016,16:13:12,Tajikistan,3.3,46,37.99 N,73.73 E,M,-
30/12/2016,12:56:51,Kermadec Islands Region,5.6,327,30.50 S,179.00 W,A,-
30/12/2016,10:43:47,Afghanistan-Tajikistan Border Region,3.6,40,37.19 N,71.67 E,M,-
30/12/2016,07:10:03,Northern Molucca Sea,5.1,10,2.12 N,126.65 E,A,-
30/12/2016,01:53:25,"Southeast of Honshu, Japan",5.3,428,29.44 N,139.34 E,A,-
30/12/2016,00:48:10,Afghanistan-Tajikistan Border Region,2.2,57,37.32 N,71.76 E,M,-
29/12/2016,23:37:42,Afghanistan-Tajikistan Border Region,2.3,27,36.38 N,71.33 E,M,-
29/12/2016,22:46:27,"Hindu Kush Region, Afghanistan",3.7,111,36.836 N,70.91 E,M,-
29/12/2016,22:30:21,"Sumbawa Region, Indonesia",6.3,108,9.31 S,118.65 E,A,-
29/12/2016,18:14:33,"Hindu Kush Region, Afghanistan",2.1,171,36.51 N,70.44 E,M,-
29/12/2016,17:35:55,"Near Kuzdar, Baluchistan, PK",2.5,10,27.18 N,66.65 E,M,-
29/12/2016,16:43:58,"Southeastern Afghanistan, Near Qandhar",3.3,20,31.73 N,65.53 E,M,-
29/12/2016,16:00:55,"13 Km North of Khushal Garh, KP, Pakistan",1.8,15,33.58 N,71.97 E,M,-
29/12/2016,12:16:23,Afghanistan-Tajikistan Border Region,4.1,140,36.83 N,71.08 E,M,-
29/12/2016,10:45:52,Afghanistan-Tajikistan Border Region,3.1,86,37.62 N,71.93 E,M,-
28/12/2016,23:39:14,"Hindu Kush Region, Afghanistan",3.2,142,36.60 N,70.26 E,M,-
28/12/2016,21:49:06,"Hindu Kush Region, Afghanistan",3.2,145,36.52 N,70.65 E,M,-
28/12/2016,20:42:44,"Hindu Kush Region, Afghanistan",2.9,166,36.55 N,70.65 E,M,-
28/12/2016,20:12:14,"Hindu Kush Region, Afghanistan",2.7,158,35.42 N,70.04 E,M,-
28/12/2016,19:23:37,"Hindu Kush Region, Afghanistan",2.7,154,36.57 N,70.92 E,M,-
28/12/2016,19:04:16,"Tajikistan-Xinjiang, China Border Region",3.7,167,39.47 N,73.72 E,M,-
28/12/2016,17:04:50,Northwestern Kashmir,1.0,35,35.06 N,73.36 E,M,-
28/12/2016,14:34:24,"Near Allai, KPK",0.7,10,34.75 N,73.07 E,M,-
28/12/2016,14:25:50,"Hindu Kush Region, Afghanistan",5.0,142,36.04 N,69.84 E,M,-
28/12/2016,12:52:52,"Off East Coast of Honshu, Japan",5.3,10,37.50 N,145.71 E,A,-
28/12/2016,12:39:09,"Near East Coast of Honshu, Japan",6.3,101,36.93 N,140.26 E,A,-
28/12/2016,02:46:07,Kuril Islands,5.3,10,44.06N,147.30E,A,-
28/12/2016,02:35:26,Hindukush Region Afghanistan,3.0,178,36.39N,70.38E,M,-
27/12/2016,23:20:33,Romania,5.6,80,45.85N,26.75E,A,-
27/12/2016,22:38:03,Soloman Islands,5.2,22,06.11S,154.20,A,-
27/12/2016,20:56:28,Northern & Central Iran,5.0,10,37.67N,56.04E,A,-
27/12/2016,19:17:51,"Hindu Kush Region, Afghanistan",2.4,168,36.42N,70.10E,M,-
27/12/2016,18:19:39,Afghanistan-Tajikistan Border,3.7,400,37.54N,71.15E,M,-
27/12/2016,17:11:49,"Hindu Kush Region, Afghanistan",3.1,176,36.51N,70.50E,M,-
27/12/2016,14:13:36,"Hindu Kush Region, Afghanistan",3.0,142,36.59 N,70.74 E,M,-
27/12/2016,12:41:37,Southern Iran,4.7,10,26.98N,57.23E,M,-
27/12/2016,12:26:40,Southern Iran,4.4,11,28.21N,57.42E,M,-
27/12/2016,10:19:00,Afghanistan-Tajikistan Border Region,3.5,140,37.16N,73.95E,M,-
27/12/2016,09:53:36,Tajikistan,3.4,17,38.19N,74.04E,M,-
27/12/2016,08:44:59,Tajikistan,3.7,40,37.70 N,73.96 E,M,-
27/12/2016,07:17:11,"21 Km Northeast of Balgran, Near Athmuqam, AJK, PK",3.5,20,34.60 N,73.83 E,M,-
27/12/2016,06:27:47,Afghanistan - Tajikistan Border Region,3.1,40,36.91 N,71.51 E,M,-
27/12/2016,04:25:02,"Southeastern Afghanistan, Near Qandahar",2.5,15,31.33 N,65.75 E,M,-
27/12/2016,00:17:20,Southeastern China,5.2,10,28.77 N,107.79 E,A,-
26/12/2016,18:24:38,"Northern Sumatra, Indonesia",5.1,86,4.17 N,96.31 E,A,-
26/12/2016,14:35:49,"30 Km Northeast of Wana, FATA, PK",3.0,12,32.51 N,69.76 E,M,-
26/12/2016,14:11:41,"20 Km Northeast of Allai, Khyber Pakhtunkhwa, Pk",2.5,15,34..96 N,73.24 E,M,-
26/12/2016,03:30:32,Southwestern Kashmir,1.7,3,34.04 N,74.34 E,M,-
26/12/2016,01:23:50,Luzon Philippines,5.1,142,18.97 N,121.17 E,A,-
25/12/2016,23:29:06,Sea of Japan,4.8,550,42.96 N,135.40 E,A,-
25/12/2016,22:50:10,Hindu Kush Region Afghanistan,2.9,134,36.44 N,70.15 E,M,-
25/12/2016,22:44:27,Hindu Kush Region Afghanistan,2.9,172,36.48 N,70.79 E,M,-
25/12/2016,20:53:03,Afghanistan- Tajikistan Border Region,2.6,32,36.33 N,71.67 E,M,-
25/12/2016,14:22:25,Southern Chile,6.7,60,43.70S,74.95W,A,-
25/12/2016,14:01:24,Chile-Bolivia Border Region,5.9,10,19.78S,68.87W,A,-
25/12/2016,07:58:57,"Hindu Kush Region, Afghanistan",3.8,128,36.87N,70.66E,M,-
25/12/2016,02:54:39,Afghanistan-Tajikistan Border Region,2.4,127,36.83 N,71.13 E,M,-
24/12/2016,23:26:08,"Sichuan, China",5.0,12,27.50 N,101.43 E,A,-
24/12/2016,23:13:12,Tajikistan,2.4,15,37.38 N,72.41 E,M,-
24/12/2016,20:26:11,"Mindanao, Philippines",5.2,47,6.08 N,126.80 E,A,-
24/12/2016,18:50:42,Afghanistan-Tajikistan Border Region,3.3,7,36.89N,71.38E,M,-
24/12/2016,15:55:16,Indian Held Kashmir-China Border Region,2.8,35,35.10 N,77.56 E,M,-
24/12/2016,12:11:02,Mariana Islands,5.0,143,21.08 N,144.59 E,A,-
24/12/2016,11:30:13,Mariana Islands,5.3,31,20.86 N,144.74 E,A,-
24/12/2016,05:21:23,35Km North East of Muzaffarabad,2.5,19,34.57 N,73.76 E,M,-
24/12/2016,03:58:49,Solomon Islands,5.9,15,5.21 S,154.13 E,A,-
24/12/2016,02:21:51,Afghanistan-Tajikistan Border Region,3.2,33,36.72 N,71.26 E,M,-
24/12/2016,01:32:12,"NEW IRELAND REGION, P.N.G.",5.7,30,5.14 S,153.64 E,A,-
23/12/2016,22:32:21,Solomon Islands,5.5,19,6.61 S,1554.01 E,A,-
23/12/2016,20:40:50,"Tajikistan - Xinjiang, China Border Region",3.5,40,39.50 N,73.53 E,M,-
23/12/2016,20:31:25,Afghanistan-Tajikistan Border Region,3.2,77,36.94 N,71.16 E,M,-
23/12/2016,16:09:40,Philippine Islands Region,5.1,106,10.18 N,126.72 E,A,-
23/12/2016,14:28:28,New Ireland Region PNG,5.2,10,5.50 S,153.96 E,A,-
23/12/2016,08:26:02,Afghanistan-Tajikistan Brd. Reg.,2.0,152,36.25N,71.24E,M,-
23/12/2016,01:01:06,Mariana Islands,5.2,305,18.45 N,145.33 E,A,-
22/12/2016,21:01:10,Southeastern China,4.8,650,35.63 N,111.64 E,A,-
22/12/2016,20:48:05,"25km East of Muzaffarabad, AJK, Pakistan",3.3,13,34.40N,73.74E,M,-
22/12/2016,19:45:06,"Hindu Kush Region, Afghanistan",3.1,150,35.87 N,70.47 E,M,-
22/12/2016,18:21:32,"17 Km East of Muzaffarabad, AJK",1.8,18,34.32 N,73.65 E,M,-
22/12/2016,16:05:10,Komandorskiye Ostrove Region,5.6,10,55.18 N,164.55 E,A,-
22/12/2016,13:45:15,15Km West of Kaghan KPK,2.3,17,34.79 N,73.35 E,M,-
22/12/2016,08:59:29,Near West Coast of Colombia,5.2,37,4.61N,77.49W,A,-
22/12/2016,07:20:05,South of Kermadec Islands,5.4,76,34.76S,178.90W,A,-
22/12/2016,01:23:43,"22 Km NE of Balakot, KP, Pakistan",2.5,10,34.63 N,73.56 E,M,-
22/12/2016,00:11:06,"20 Km northeast of Balgran, Near Athmuqam, AJK, PK",2.0,11,34.56 N,73.90 E,M,-
21/12/2016,18:08:53,"17 km NE of  Bagh, Kashmir",2.3,4,34.04N,73.96E,M,-
21/12/2016,16:43:57,Mariana Islands Region,6.0,15,21.49 N,145.48 E,A,-
21/12/2016,07:56:03,40km NE of Muzaffarabad,3.0,15,34.59N,73.81E,M,-
21/12/2016,05:55:11,Afghanistan-Tajikistan Border Region,3.5,177,36.88N,71.14E,M,-
21/12/2016,01:14:39,Fiji Island Region,4.9,420,21.89S,178.94W,A,-
21/12/2016,00:17:29,Banda Sea,6.8,145,7.80S,127.93E,M,-
20/12/2016,06:14:41,"New Ireland Region, P.N.G.",5.3,10,5.77 S,153.65 E,A,-
20/12/2016,06:03:44,"Dodecanese Islands, Greece",5.3,134,36.52 N,26.90 E,A,-
20/12/2016,04:21:28,Solomon Islands,6.0,10,10.19 N,161.18 E,A,-
20/12/2016,02:32:50,Afghanistan Tajikistan Border Region,3.6,40,36.48N,71.33E,M,-
20/12/2016,01:11:49,Fiji Island Region,5.1,650,16.72S,179.02W,A,-
19/12/2016,22:33:08,Afghanistan Tajikistan Border,3.4,57,37.11N,71.55E,M,-
